token,count_pos,count_neg,count_total,log_odds_food,sem_sim_food,logodds_z,semsim_z,final_score
很膩,12,0,12,-1.015952659242422,0.9159386157989502,0.024530592440812696,0.6541638553523158,0.276383897605414
暖,19,0,19,-0.5846455360012586,0.8299968838691711,0.5206259446869465,-0.1541690579880391,0.25070794361695226
常見,12,0,12,-1.015952659242422,0.9072971940040588,0.024530592440812696,0.5728861629202531,0.24387282063258886
扎實,13,0,13,-0.9417698171751399,0.8936823010444641,0.1098567120036702,0.44483002716726966,0.24384603806910998
濃厚,27,0,27,-0.2475738688211102,0.7662098407745361,0.9083303864900724,-0.7541239951329234,0.24334863384087402
有誠,8,0,8,-1.3839768629795284,0.97288578748703,-0.3987758802556206,1.1897857489712487,0.23664877143512716
熟,30,0,30,-0.14556629538275168,0.7456790804862976,1.0256608926416715,-0.9472279610902798,0.23650535114889087
詳細,11,0,11,-1.0960702312244344,0.9195948243141174,-0.06762173464073579,0.6885526629139294,0.23484802438113028
鮮美,20,0,20,-0.5357804626591633,0.816571056842804,0.5768312203847124,-0.2804469166085102,0.23391996558742328
微辣,10,0,10,-1.1831564669182955,0.9352506995201111,-0.1677895140357889,0.8358054460728038,0.2336484700076482
穩定,9,0,9,-1.2785414998234446,0.9525089859962463,-0.27750268348796653,0.9981298567318238,0.2327503325999496
合適,8,0,8,-1.3839768629795284,0.9713183641433716,-0.3987758802556206,1.1750432036516785,0.23075175330729905
不足,21,1,22,-1.185024504465459,0.9347923398017883,-0.1699381563721478,0.8314943013221672,0.23063482670557822
方便,94,1,95,0.2832939275378905,0.6654431223869324,1.5189417866722812,-1.7018946906147439,0.23060719575747113
適當,8,0,8,-1.3839768629795284,0.9700093865394592,-0.3987758802556206,1.1627314936557445,0.22582706930892546
很軟,11,0,11,-1.0960702312244344,0.9160076379776001,-0.06762173464073579,0.6548130498414234,0.2213521791521279
最高,11,0,11,-1.0960702312244344,0.9159687161445618,-0.06762173464073579,0.654446966938671,0.22120574599102694
清甜,20,0,20,-0.5357804626591633,0.8131430745124817,0.5768312203847124,-0.3126891216668482,0.2210230835640881
滑嫩,17,0,17,-0.6901558531723602,0.8407074809074402,0.39926653478605434,-0.05342954630781585,0.21818810234850625
很辣,10,0,10,-1.1831564669182955,0.9286748766899109,-0.1677895140357889,0.7739559358687406,0.20890866592602292
很爽,8,0,8,-1.3839768629795284,0.9654234647750854,-0.3987758802556206,1.1195981820862724,0.20857374468113662
濕,11,0,11,-1.0960702312244344,0.9122956395149231,-0.06762173464073579,0.6198995047652981,0.20738676112167778
熱熱,10,0,10,-1.1831564669182955,0.926645815372467,-0.1677895140357889,0.7548714118633861,0.20127485632388115
很硬,8,0,8,-1.3839768629795284,0.9629988670349121,-0.3987758802556206,1.0967934036511098,0.19945183330707159
舊,16,0,16,-0.7473891593546016,0.8445339798927307,0.333436003221163,-0.01743905596953537,0.19308597954488366
深,8,0,8,-1.3839768629795284,0.9610862731933594,-0.3987758802556206,1.078804325268999,0.19225620195422724
軟爛,17,0,17,-0.6901558531723602,0.8309417366981506,0.39926653478605434,-0.14528215726149898,0.18144705796703298
臭,20,1,21,-1.23161943488482,0.9287012815475464,-0.22353228263087876,0.7742042892009294,0.17556234610184454
禮貌,11,0,11,-1.0960702312244344,0.903633177280426,-0.06762173464073579,0.538423914531288,0.17479652502807375
溫暖,9,0,9,-1.2785414998234446,0.9368680119514465,-0.27750268348796653,0.8510172278236201,0.17390528103666814
紅,84,1,85,0.17131528034389198,0.6701609492301941,1.3901424151101043,-1.657520733618333,0.17107715561872927
懶,8,0,8,-1.3839768629795284,0.9553895592689514,-0.3987758802556206,1.0252233552375158,0.170823813941634
酸甜,40,0,40,0.13476852937343597,0.676453709602356,1.3481058422849381,-1.598333593560014,0.16953006794695724
久,46,1,47,-0.4240446602026635,0.7787722945213318,0.7053512686083708,-0.635966673796324,0.16882409164649287
微甜,15,0,15,-0.8080886679048866,0.848861813545227,0.26361859828444123,0.023266783978316698,0.1674778725619914
自由,10,0,10,-1.1831564669182955,0.9168664813041687,-0.1677895140357889,0.6628909802330911,0.1644826836717631
均勻,13,0,13,-0.9417698171751399,0.8725854754447937,0.1098567120036702,0.24640188153542722,0.164474779816373
強烈,18,1,19,-1.3318527061761651,0.9435139894485474,-0.33882196218541405,0.913526584239842,0.1621174563846884
優雅,9,0,9,-1.2785414998234446,0.9336175918579102,-0.27750268348796653,0.8204451008162764,0.16167643023373068
愜意,8,0,8,-1.3839768629795284,0.9519302248954773,-0.3987758802556206,0.9926862656357662,0.15780897810093417
鮮嫩,40,0,40,0.13476852937343597,0.6721565127372742,1.3481058422849381,-1.6387512763684868,0.15336299482356808
最好,22,1,23,-1.1404978214975126,0.9051480293273926,-0.11872295661996539,0.5526719956544912,0.14983502428981726
確實,21,1,22,-1.185024504465459,0.9129816889762878,-0.1699381563721478,0.6263522064661861,0.1485779887631858
遺憾,7,0,7,-1.5018347405324404,0.970448911190033,-0.5343376229883068,1.166865483433533,0.14614361958042915
積極,15,0,15,-0.8080886679048866,0.8422707319259644,0.26361859828444123,-0.038726244178433594,0.14268066129929127
順,14,0,14,-0.8727020701687049,0.8537431955337524,0.18929937926712162,0.06917907403009119,0.14125125717230944
脆皮,24,0,24,-0.3611273826972772,0.7580046653747559,0.7777195817302244,-0.831298531722345,0.13411233634919656
黃,42,0,42,0.18254663838698182,0.6580197811126709,1.4030608767453265,-1.7717156139799648,0.13315028045520994
壞,7,0,7,-1.5018347405324404,0.9669640064239502,-0.5343376229883068,1.1340878891376323,0.13303258186206884
空虛,8,0,8,-1.3839768629795284,0.9446538090705872,-0.3987758802556206,0.9242472631821601,0.13043337711949174
努力,9,0,9,-1.2785414998234446,0.9250903725624084,-0.27750268348796653,0.7402415505613554,0.12959501013176228
很小,11,0,11,-1.0960702312244344,0.8902380466461182,-0.06762173464073579,0.412434773667199,0.12440086868243816
忙碌,12,0,12,-1.015952659242422,0.8753702044487,0.024530592440812696,0.27259390790080407,0.12375591862480925
重,67,2,69,-0.4612712566980992,0.7725415229797363,0.6625327281619576,-0.694570772171852,0.11969132802843374
細細,7,0,7,-1.5018347405324404,0.9632239937782288,-0.5343376229883068,1.0989108540702457,0.11896176783511425
較重,8,0,8,-1.3839768629795284,0.9412418603897095,-0.3987758802556206,0.8921558640975439,0.11759681748564524
新,128,3,131,-0.1067586680574486,0.7056974172592163,1.0702979563727475,-1.3232791947673745,0.11286709591669863
柔軟,17,0,17,-0.6901558531723602,0.8122727274894714,0.39926653478605434,-0.32087525114003385,0.11120982041561903
清脆,12,0,12,-1.015952659242422,0.8715516328811646,0.024530592440812696,0.2366779796238805,0.10938954731403983
強,22,1,23,-1.1404978214975126,0.8941315412521362,-0.11872295661996539,0.4490553975164958,0.1083883850346191
很厚,10,0,10,-1.1831564669182955,0.9004514217376709,-0.1677895140357889,0.5084976183110358,0.10272533890294099
不愧,9,0,9,-1.2785414998234446,0.9158449172973633,-0.27750268348796653,0.6532825654240972,0.094811416076859
焦,8,0,8,-1.3839768629795284,0.9325301647186279,-0.3987758802556206,0.8102172042193172,0.08482135353435458
很貴,6,0,6,-1.6354409694526018,0.978516161441803,-0.6880133348576981,1.2427427522787449,0.08428909999687911
充滿,14,0,14,-0.8727020701687049,0.837017297744751,0.18929937926712162,-0.08813790556095898,0.07832446533588938
迅速,8,0,8,-1.3839768629795284,0.929878294467926,-0.3987758802556206,0.785274793152922,0.07484438910779648
長,28,2,30,-1.3164107322221712,0.9171337485313416,-0.32106039253983504,0.6654047868731243,0.0735256792253487
很薄,6,0,6,-1.6354409694526018,0.9739621877670288,-0.6880133348576981,1.1999099314227113,0.06715597165446568
重新,10,0,10,-1.1831564669182955,0.8887550830841064,-0.1677895140357889,0.39848662264043155,0.05872094063469928
白,42,1,43,-0.5132923338386748,0.7635558843612671,0.6026973737297355,-0.7790860277944125,0.049984013120076276
熱鬧,11,0,11,-1.0960702312244344,0.8691304326057434,-0.06762173464073579,0.2139051563578708,0.04498902175870686
碎,7,0,7,-1.5018347405324404,0.9415563941001892,-0.5343376229883068,0.8951142400207052,0.037443122215298
偏淡,6,0,6,-1.6354409694526018,0.9659193754196167,-0.6880133348576981,1.1242625155485997,0.03689700530482104
蠻快,7,0,7,-1.5018347405324404,0.9413994550704956,-0.5343376229883068,0.8936381354526393,0.03685268038807166
飽,191,4,195,0.06983634628884694,0.6519554257392883,1.2734199572075238,-1.8287544696840003,0.03255018645091401
優秀,18,1,19,-1.3318527061761651,0.9089750051498413,-0.33882196218541405,0.5886669709287932,0.032173611060268836
很淡,7,0,7,-1.5018347405324404,0.9397672414779663,-0.5343376229883068,0.8782861994511522,0.030711905987476806
有名,6,0,6,-1.6354409694526018,0.9622976183891296,-0.6880133348576981,1.0901977446145374,0.023271096931196167
愛好,7,0,7,-1.5018347405324404,0.935762345790863,-0.5343376229883068,0.8406177824238397,0.01564453917655184
尷尬,7,0,7,-1.5018347405324404,0.9345006346702576,-0.5343376229883068,0.8287506417110336,0.010897682891429394
紫,17,0,17,-0.6901558531723602,0.7855682969093323,0.39926653478605434,-0.5720462443843476,0.010741423117893528
客滿,10,0,10,-1.1831564669182955,0.8759070634841919,-0.1677895140357889,0.2776433852439751,0.010383645676116701
清新,6,0,6,-1.6354409694526018,0.9560093879699707,-0.6880133348576981,1.0310532114484223,-0.0003867163352498926
美好,22,1,23,-1.1404978214975126,0.8650968074798584,-0.11872295661996539,0.1759665219352649,-0.0008471651978732703
甜蜜,7,0,7,-1.5018347405324404,0.9299262762069702,-0.5343376229883068,0.7857260898400823,-0.006312137856951117
悠閒,9,0,9,-1.2785414998234446,0.8884184956550598,-0.27750268348796653,0.39532081842627737,-0.008373282722268949
厚切,28,0,28,-0.2124075949191857,0.6919265389442444,0.9487791157098875,-1.4528024652163807,-0.011853516660619845
軟軟,6,0,6,-1.6354409694526018,0.9516932964324951,-0.6880133348576981,0.990457813050099,-0.01662487569457921
普,6,0,6,-1.6354409694526018,0.9513828158378601,-0.6880133348576981,0.9875375590831202,-0.017792977281370692
容易,43,3,46,-1.1887803762835851,0.8688648343086243,-0.17425821150734377,0.21140704699391277,-0.019992108106841155
瘦,5,0,5,-1.7896664799754456,0.978520393371582,-0.8654056264415064,1.2427825560859354,-0.022130353430529714
連續,7,0,7,-1.5018347405324404,0.9244967699050903,-0.5343376229883068,0.7346583658316297,-0.026739227460332193
不辣,7,0,7,-1.5018347405324404,0.9240285158157349,-0.5343376229883068,0.7302541586585475,-0.028500910329565088
精華,7,0,7,-1.5018347405324404,0.9217018485069275,-0.5343376229883068,0.7083704739587939,-0.03725438420946647
安靜,8,0,8,-1.3839768629795284,0.9000027179718018,-0.3987758802556206,0.5042772935148339,-0.037554610747438794
太薄,5,0,5,-1.7896664799754456,0.9737620949745178,-0.8654056264415064,1.1980279401447025,-0.040032199807022883
熱,142,3,145,-0.002668560845503265,0.643785297870636,1.1900238213540555,-1.9055993634758441,-0.04822545257790445
可樂,8,0,8,-1.3839768629795284,0.8970987200737,-0.3987758802556206,0.47696347252708715,-0.04848013914253749
難,113,5,118,-0.6424047318853878,0.7599225640296936,0.4541905275942203,-0.8132595584269955,-0.05278950681426603
少,127,5,132,-0.5255162327386591,0.7382524609565735,0.5886372780256864,-1.0170797183906486,-0.053649520540847595
豐富,111,3,114,-0.24935526858560575,0.6868091821670532,0.9062813961163046,-1.5009342379817796,-0.0566048575229291
隱密,14,0,14,-0.8727020701687049,0.8008416295051575,0.18929937926712162,-0.42839150114869623,-0.05777697289920554
緊張,6,0,6,-1.6354409694526018,0.9398390650749207,-0.6880133348576981,0.8789617429393859,-0.061223303738864476
巧妙,6,0,6,-1.6354409694526018,0.9392516613006592,-0.6880133348576981,0.8734368623779392,-0.06343325596344312
很高,5,0,5,-1.7896664799754456,0.9661803841590881,-0.8654056264415064,1.1267174574033512,-0.06855639290356341
純,13,0,13,-0.9417698171751399,0.8106193542480469,0.1098567120036702,-0.3364262061774737,-0.06865645526878737
清潔,18,0,18,-0.6360137339505085,0.7543215751647949,0.4615415408301771,-0.8659401775521688,-0.0694511465227613
濕軟,5,0,5,-1.7896664799754456,0.9656211733818054,-0.8654056264415064,1.121457748684174,-0.07066027639123429
直接,132,6,138,-0.6436989051459645,0.7553872466087341,0.4527019518091774,-0.8559169061611891,-0.07074559137896924
整潔,27,0,27,-0.2475738688211102,0.6824873685836792,0.9083303864900724,-1.5415834556123607,-0.07163515035090096
很爛,5,0,5,-1.7896664799754456,0.9641382694244385,-0.8654056264415064,1.1075101582744091,-0.07623931255514022
澀,7,0,7,-1.5018347405324404,0.9107462763786316,-0.5343376229883068,0.6053268263975411,-0.07847184323396761
棒,45,2,47,-0.8537900858543148,0.7914133071899414,0.21105220228941782,-0.5170704592501876,-0.08019686232642437
漂亮,31,1,32,-0.8095815983450354,0.7828605771064758,0.2619014092730034,-0.5975139535822572,-0.08186473586910084
不易,5,0,5,-1.7896664799754456,0.9613999724388123,-0.8654056264415064,1.0817548525541227,-0.08654143484325477
很適,5,0,5,-1.7896664799754456,0.9610569477081299,-0.8654056264415064,1.0785285017036788,-0.08783197518343233
厚薄,5,0,5,-1.7896664799754456,0.9607799649238586,-0.8654056264415064,1.075923314492208,-0.08887405006802063
微苦,8,0,8,-1.3839768629795284,0.8861216306686401,-0.3987758802556206,0.37371744222786557,-0.08977855126222611
樸實,5,0,5,-1.7896664799754456,0.9602901339530945,-0.8654056264415064,1.0713161639641544,-0.09071691027924211
炎熱,5,0,5,-1.7896664799754456,0.9584527015686035,-0.8654056264415064,1.0540340236224277,-0.0976297664159328
濃稠,6,0,6,-1.6354409694526018,0.9257596135139465,-0.6880133348576981,0.7465361582674866,-0.11419353760762418
精,63,2,65,-0.5221965399720006,0.7197723388671875,0.5924556340501557,-1.1908962169876793,-0.12088510636497835
美觀,5,0,5,-1.7896664799754456,0.9509226083755493,-0.8654056264415064,0.9832090352054003,-0.12595976178274376
典雅,5,0,5,-1.7896664799754456,0.9502349495887756,-0.8654056264415064,0.9767411968454398,-0.12854689712672795
較慢,5,0,5,-1.7896664799754456,0.9499883651733398,-0.8654056264415064,0.9744219243053378,-0.12947460614276873
很滿,5,0,5,-1.7896664799754456,0.9494625329971313,-0.8654056264415064,0.9694761611076633,-0.13145291142183851
香脆,7,0,7,-1.5018347405324404,0.8954638242721558,-0.5343376229883068,0.46158630876047924,-0.13596805028879236
爽脆,7,0,7,-1.5018347405324404,0.8948785066604614,-0.5343376229883068,0.45608104979412645,-0.1381701538753335
苦澀,6,0,6,-1.6354409694526018,0.9181903004646301,-0.6880133348576981,0.6753422838626935,-0.14267108736954143
幽默,7,0,7,-1.5018347405324404,0.8929314613342285,-0.5343376229883068,0.43776793478446463,-0.1454953998791982
成功,6,0,6,-1.6354409694526018,0.915129542350769,-0.6880133348576981,0.6465540401578889,-0.1541863848514633
軟硬,5,0,5,-1.7896664799754456,0.9431058764457703,-0.8654056264415064,0.9096880396224675,-0.15536816001591686
細,49,2,51,-0.7701082216960735,0.7553818225860596,0.30730422698177,-0.8559679223084333,-0.15800463273431134
豐盛,12,1,13,-1.7117916314680786,0.9276024699211121,-0.7758329105747784,0.7638693147564576,-0.15995202044228396
美妙,5,0,5,-1.7896664799754456,0.9415196180343628,-0.8654056264415064,0.8947683393300494,-0.1613360401328841
樂趣,5,0,5,-1.7896664799754456,0.9406709671020508,-0.8654056264415064,0.8867862744458406,-0.16452886608656764
綿,5,0,5,-1.7896664799754456,0.9396796226501465,-0.8654056264415064,0.8774620924572073,-0.1682585388820209
一大,12,1,13,-1.7117916314680786,0.9247536063194275,-0.7758329105747784,0.7370740644961932,-0.17067012054638975
偏軟,6,0,6,-1.6354409694526018,0.9092737436294556,-0.6880133348576981,0.5914767833462433,-0.17621728757612148
柔嫩,5,0,5,-1.7896664799754456,0.9374096989631653,-0.8654056264415064,0.8561121151440085,-0.17679852980730043
快,112,4,116,-0.4662481493516779,0.694456160068512,0.6568082381616203,-1.4290098796224897,-0.17751900895202377
空,8,0,8,-1.3839768629795284,0.8621002435684204,-0.3987758802556206,0.1477820627423506,-0.1801527030564321
興趣,5,0,5,-1.7896664799754456,0.9362610578536987,-0.8654056264415064,0.8453084648852932,-0.1811199899107866
暢,7,0,7,-1.5018347405324404,0.8819772005081177,-0.5343376229883068,0.3347366207972709,-0.1867079254740757
完全,167,9,176,-0.7723418915746518,0.7466443777084351,0.3047350293369741,-0.9381487687318193,-0.19241848989054328
良心,5,0,5,-1.7896664799754456,0.9322614073753357,-0.8654056264415064,0.8076893821542169,-0.1961676230032171
旺,6,0,6,-1.6354409694526018,0.9037321209907532,-0.6880133348576981,0.5393545387557428,-0.1970661854123217
細心,12,0,12,-1.015952659242422,0.7882544994354248,0.024530592440812696,-0.5467809179244066,-0.20399401170527504
便利,5,0,5,-1.7896664799754456,0.9291451573371887,-0.8654056264415064,0.778379204019914,-0.20789169425693826
很,25,0,25,-0.3218317323038997,0.6579405069351196,0.8229179762690118,-1.772461234593534,-0.21523370807600667
樂,8,0,8,-1.3839768629795284,0.8523597121238708,-0.3987758802556206,0.0561665927808026,-0.21679889104105132
不限,7,0,7,-1.5018347405324404,0.8737924098968506,-0.5343376229883068,0.257753815222767,-0.21750104770387724
稀,5,0,5,-1.7896664799754456,0.9263805747032166,-0.8654056264415064,0.7523766662014442,-0.2182927093843262
均衡,7,0,7,-1.5018347405324404,0.8712049126625061,-0.5343376229883068,0.23341687051927013,-0.227235825585276
順利,5,0,5,-1.7896664799754456,0.9195554256439209,-0.8654056264415064,0.6881820950751555,-0.24397053783484168
早,15,1,16,-1.5039276401305433,0.8670785427093506,-0.5367449047311499,0.19460591604048857,-0.24420457642249446
癟,5,0,5,-1.7896664799754456,0.918408215045929,-0.8654056264415064,0.6773918996245046,-0.248286616015102
適時,6,0,6,-1.6354409694526018,0.8883829712867737,-0.6880133348576981,0.39498669069267794,-0.25481332463754763
好,1186,36,1222,-0.12241917442575945,0.6108266711235046,1.0522850277552995,-2.2155947775777403,-0.25486689437791643
青,7,0,7,-1.5018347405324404,0.8603390455245972,-0.5343376229883068,0.13121695154705615,-0.2681157931741616
獨特,27,2,29,-1.3515770061240957,0.8265448808670044,-0.36150912175965016,-0.18663719169845866,-0.29156034973517353
粗好,5,0,5,-1.7896664799754456,0.9051498174667358,-0.8654056264415064,0.5526888141645717,-0.2981678501990752
小,348,8,356,0.08068249477422018,0.5617966651916504,1.2858953455408542,-2.6767510359642186,-0.29916320706117505
不好意思,10,1,11,-1.878995439143952,0.9212045073509216,-0.96815301705138,0.703692685688402,-0.2994147359554672
薄脆,5,0,5,-1.7896664799754456,0.9012835621833801,-0.8654056264415064,0.5163243922855013,-0.3127136189507034
全,21,2,23,-1.593188669542788,0.864554226398468,-0.6394141616062792,0.17086322535983625,-0.31530320681983304
幸運,12,1,13,-1.7117916314680786,0.8851323127746582,-0.7758329105747784,0.36441232121732353,-0.31973481785793756
突然,14,1,15,-1.5685410423943615,0.8578970432281494,-0.6110641237484695,0.10824847294710987,-0.32333908507023773
佳,42,2,44,-0.9214564989160037,0.7390135526657104,0.1332213684956041,-1.009921199883382,-0.32403565885599034
