token,count_pos,count_neg,count_total,log_odds_food,sem_sim_food,logodds_z,semsim_z,final_score
處,95,0,95,1.0872590819565309,0.6146929264068604,2.570066530203946,-2.124807997776268,0.6921167190118602
天氣,18,0,18,-0.5341149139805248,0.9232028126716614,0.6305466005000608,0.7684858260377992,0.6857222907151562
學生,18,0,18,-0.5341149139805248,0.9225200414657593,0.6305466005000608,0.7620826026693946,0.6831610013677945
主食,28,0,28,-0.11106795270574388,0.8411244750022888,1.1366038178041422,-0.0012682661986144381,0.6814549842030395
中式,21,0,21,-0.3874544104470372,0.8937893509864807,0.8059848215498631,0.49263798186958957,0.6806460856777536
炸物,31,0,31,-0.01257083970766626,0.8220298886299133,1.2544280299580193,-0.18034275061257307,0.6805197177297824
芋泥,54,0,54,0.5294638589335685,0.718242347240448,1.9028207531915842,-1.1536919554845462,0.680215669721132
重點,63,1,64,-0.012578541377608055,0.8219210505485535,1.2544188170667423,-0.18136346522372163,0.6801059041505567
胡椒,34,0,34,0.07709836242061474,0.8045850396156311,1.3616921189617008,-0.34394552691734764,0.6794370606100814
外皮,73,0,73,0.8265572550990044,0.659920334815979,2.2582098024116903,-1.7006524447678224,0.6746649035398852
甜點,378,3,381,1.077704660316316,0.6114696264266968,2.5586373403720954,-2.1550370255647087,0.6731675939973736
實料,18,0,18,-0.5341149139805248,0.9195874929428101,0.6305466005000608,0.7345803250853258,0.6721600903341669
印象,71,1,72,0.10535670996870206,0.7969717979431152,1.3954953182157623,-0.4153446816640045,0.6711593182638556
季節,16,0,16,-0.6453785668450447,0.9401140809059143,0.49745079859183244,0.9270845293967895,0.6693042909138153
個人,17,0,17,-0.5882011443086164,0.9287571907043457,0.5658475724493108,0.8205763695586654,0.6677390912930526
柚子,22,0,22,-0.3429836373728996,0.8814852237701416,0.8591816477495953,0.37724636277605844,0.6664075337601805
酸菜,42,0,42,0.2831025483711489,0.7606839537620544,1.6081184371675574,-0.7556624482022021,0.6626060830196536
肉量,15,0,15,-0.7060221969966349,0.9492986798286438,0.424907678014261,1.0132203212155766,0.6602327352947872
有點,20,0,20,-0.4339934362238411,0.8967625498771667,0.7503139101936295,0.5205214902120391,0.6583969422009933
地瓜,31,0,31,-0.01257083970766626,0.8157218098640442,1.2544280299580193,-0.23950171486617397,0.6568561320283419
細節,16,0,16,-0.6453785668450447,0.9356624484062195,0.49745079859183244,0.8853358484284205,0.6526048185264677
筋,18,0,18,-0.5341149139805248,0.9143621325492859,0.6305466005000608,0.6855754029519405,0.6525581214808127
整體,382,4,386,0.8645189823675103,0.6465738415718079,2.303620378125715,-1.8258196701700973,0.6518443588073901
乳酪,95,0,95,1.0872590819565309,0.6037560105323792,2.570066530203946,-2.2273775184302997,0.6510889107502474
內容,19,0,19,-0.4828026101738061,0.9039161801338196,0.6919274022901094,0.5876102778357132,0.650200552508351
客家,38,0,38,0.18538801004103167,0.7751008868217468,1.4912303564483733,-0.6204563324923603,0.6465556808720798
牛舌,50,0,50,0.45388022029588804,0.7232381701469421,1.812406096323602,-1.1068397014604343,0.6447077772099874
辣味,16,0,16,-0.6453785668450447,0.9326562881469727,0.49745079859183244,0.8571432189578411,0.6413277667382359
甜味,39,0,39,0.21072483467439884,0.7685827016830444,1.521538771690612,-0.6815857343167709,0.6402889692876588
起司,48,0,48,0.41383684478822325,0.7293972969055176,1.7645054114450052,-1.0490776516719265,0.6390721861982325
溫度,21,0,21,-0.3874544104470372,0.8820524215698242,0.8059848215498631,0.3825657057331722,0.6366171752231867
太小,14,0,14,-0.7705797261080516,0.9551612138748169,0.3476826733960839,1.0682008398402971,0.6358899399737692
白菜,34,0,34,0.07709836242061474,0.7922422885894775,1.3616921189617008,-0.45969937113027864,0.6331355229249089
價錢,45,1,46,-0.3431626288602416,0.8717238903045654,0.858967534560524,0.2857017896990712,0.6296612366159429
味,79,0,79,0.9046329778887756,0.6328048706054688,2.351605540073858,-1.9549490123104998,0.6289837191201147
風味,74,1,75,0.14623579134662634,0.7778915166854858,1.4443956911335165,-0.5942850086263335,0.6289234112295765
烤店,16,0,16,-0.6453785668450447,0.9291331768035889,0.49745079859183244,0.8241024745789968,0.6281114689866982
沙,21,0,21,-0.3874544104470372,0.877403199672699,0.8059848215498631,0.33896397496416925,0.6191764829155855
真材,18,0,18,-0.5341149139805248,0.9053030610084534,0.6305466005000608,0.6006168427712033,0.6185746974085178
火候,19,0,19,-0.4828026101738061,0.8942722678184509,0.6919274022901094,0.49716691384085226,0.6140232069104066
方,15,0,15,-0.7060221969966349,0.936496376991272,0.424907678014261,0.8931566688690445,0.6122072743561744
部位,13,0,13,-0.839591605207552,0.9617223143577576,0.26512928643218414,1.1297327140195967,0.6109706574671492
肚子,19,0,19,-0.4828026101738061,0.893083393573761,0.6919274022901094,0.4860173116316686,0.6095633660267331
主打,32,0,32,0.018219833077070646,0.7966908812522888,1.2912604471946572,-0.41797919862038085,0.6075645888686418
質感,17,0,17,-0.5882011443086164,0.9123188257217407,0.5658475724493108,0.666412687954797,0.6060736186515052
原本,60,2,62,-0.4667266565226509,0.8877965211868286,0.7111577788556295,0.43643551245627604,0.6012688722958881
水準,81,1,82,0.23560014041736732,0.7533231377601624,1.5512951088261915,-0.8246942829169782,0.6008993521289234
臭豆腐,36,0,36,0.13270624434232037,0.7725681662559509,1.4282113770144589,-0.6442089093033816,0.5992432624873227
冬粉,18,0,18,-0.5341149139805248,0.8995949625968933,0.6305466005000608,0.5470846656347006,0.5971618265539167
牛奶,48,0,48,0.41383684478822325,0.7180670499801636,1.7645054114450052,-1.1553359432563906,0.5965688695644468
仙草,31,0,31,-0.01257083970766626,0.7992035746574402,1.2544280299580193,-0.39441444224164096,0.5948910410781552
奶茶,41,0,41,0.2595530332269176,0.7470100522041321,1.5799480372033574,-0.8839002022786495,0.5944087414105546
藍莓,32,0,32,0.018219833077070646,0.7930361032485962,1.2912604471946572,-0.45225475054359926,0.5938543680993545
小菜,110,3,113,-0.15541781127827292,0.825969398021698,1.083551631944176,-0.14339690641254377,0.5927722166014882
豆腐,130,1,131,0.7050112209822448,0.6606693267822266,2.112814010856714,-1.693628184196249,0.5902371328355287
米粉,30,0,30,-0.04433855177869983,0.8035163879394531,1.2164268588295437,-0.35396764754346083,0.5882690562803419
馬卡龍,12,0,12,-0.9137185846125409,0.9688581824302673,0.17645711440710213,1.1966549228074974,0.5845362377672603
裝飾,15,0,15,-0.7060221969966349,0.9290595650672913,0.424907678014261,0.8234121226924861,0.584309455885551
癮,22,0,22,-0.3429836373728996,0.858684778213501,0.8591816477495953,0.1634172725386874,0.5808758976652321
南瓜,49,0,49,0.4340585723718364,0.709881603717804,1.7886950455206359,-1.2321013960682317,0.5803764688850889
小塊,17,0,17,-0.5882011443086164,0.9052273035049438,0.5658475724493108,0.5999063672669481,0.5794710903763658
廚師,16,0,16,-0.6453785668450447,0.9159936308860779,0.49745079859183244,0.7008760603102968,0.5788209032792182
瘦肉,18,0,18,-0.5341149139805248,0.8944047093391418,0.6305466005000608,0.49840898824718965,0.5776915555989124
酸,59,1,60,-0.07719316167241708,0.8063333630561829,1.1771255188356928,-0.3275492503706829,0.5752556111531425
韓式,29,0,29,-0.07714738799662779,0.8060835003852844,1.1771802742201207,-0.32989253385914663,0.5743511509884138
優點,14,0,14,-0.7705797261080516,0.9387184977531433,0.3476826733960839,0.9139963520115582,0.5742081448422736
蒸餃,16,0,16,-0.6453785668450447,0.9147249460220337,0.49745079859183244,0.6889779713188964,0.574061667682658
米蘇,19,0,19,-0.4828026101738061,0.8836104273796082,0.6919274022901094,0.39717712918378145,0.5740272930475783
馬虎,12,0,12,-0.9137185846125409,0.96517014503479,0.17645711440710213,1.1620674548092402,0.5707012505679574
食用,15,0,15,-0.7060221969966349,0.9244624376296997,0.424907678014261,0.7802989486431676,0.5670641862658237
狀態,13,0,13,-0.839591605207552,0.9497259259223938,0.26512928643218414,1.0172271571042475,0.5659684347010094
香料,35,0,35,0.10528825458996671,0.7688623666763306,1.3954134305256396,-0.6789629561374122,0.5656628758604189
烤焦,12,0,12,-0.9137185846125409,0.9636597633361816,0.17645711440710213,1.1479026638746812,0.5650353341941338
螃蟹,18,0,18,-0.5341149139805248,0.8902660012245178,0.6305466005000608,0.45959500153321814,0.5621659609133238
經典,34,0,34,0.07709836242061474,0.7731531858444214,1.3616921189617008,-0.6387224285211126,0.5615262999685754
多汁,61,0,61,0.6493982234044857,0.6629523634910583,2.0462886333540977,-1.672217213905546,0.5588862944502401
樣子,16,0,16,-0.6453785668450447,0.9104247689247131,0.49745079859183244,0.6486496823696557,0.5579303521029617
明太子,47,0,47,0.3931985376811573,0.7116714715957642,1.7398174566302558,-1.2153155039224592,0.5577642724091696
雷,41,1,42,-0.4342104801722604,0.8690326809883118,0.7500542778912516,0.2604628601218702,0.554217710783499
焦糖,95,0,95,1.0872590819565309,0.5772362947463989,2.570066530203946,-2.476086987101986,0.551605123281573
咖啡,153,1,154,0.867204741520271,0.6187039613723755,2.3068331368206354,-2.0871913663180908,0.5492233355651448
男生,13,0,13,-0.839591605207552,0.9439773559570312,0.26512928643218414,0.9633154261775094,0.5444037423303143
蒜,65,0,65,0.7119946824387089,0.6462162137031555,2.1211677668112756,-1.8291736064608373,0.5410312175024304
數量,14,0,14,-0.7705797261080516,0.9295849204063416,0.3476826733960839,0.8283390551035833,0.5399452260790837
伯爵,84,0,84,0.9653527607653762,0.5968273282051086,2.4242397560607727,-2.2923566801270985,0.5376011815856242
配料,45,1,46,-0.3431626288602416,0.8471665978431702,0.858967534560524,0.05539648743343943,0.5375391157096902
巧克力,161,1,162,0.9180009511342595,0.6057392358779907,2.3675965764382836,-2.2087782647300007,0.5370466399709697
燴飯,17,0,17,-0.5882011443086164,0.8937757611274719,0.5658475724493108,0.4925105322905414,0.5365127563858031
家常菜,11,0,11,-0.9937802991760751,0.9701347351074219,0.08068569375316757,1.208626798397294,0.5318621356108182
檸檬塔,31,0,31,-0.01257083970766626,0.7814486026763916,1.2544280299580193,-0.560925640299869,0.5282865618548639
順口,22,0,22,-0.3429836373728996,0.8442983627319336,0.8591816477495953,0.028497359392322095,0.526907932406686
戚風,117,0,117,1.2940144189553058,0.5309686064720154,2.8173913902835044,-2.909998581790813,0.5264354014537773
油脂,26,0,26,-0.18256494167030723,0.8122005462646484,1.0510776928273773,-0.2725251305741827,0.5216365634667532
彈性,13,0,13,-0.839591605207552,0.9377248883247375,0.26512928643218414,0.9046779990171187,0.520948771466158
紙,13,0,13,-0.839591605207552,0.9374791979789734,0.26512928643218414,0.9023738447853802,0.5200271097734626
醬,197,1,198,1.11935808002979,0.5617206692695618,2.60846399225935,-2.621596954086363,0.5164396137210647
餅皮,19,0,19,-0.4828026101738061,0.867973804473877,0.6919274022901094,0.2505324137543706,0.5153694068758139
優質,14,0,14,-0.7705797261080516,0.9228673577308655,0.3476826733960839,0.765339833797085,0.5147455375564844
台菜,14,0,14,-0.7705797261080516,0.9226976037025452,0.3476826733960839,0.7637478320377471,0.5141087368527493
小心,26,0,26,-0.18256494167030723,0.809510350227356,1.0510776928273773,-0.29775455733189327,0.511544792763669
胃口,12,0,12,-0.9137185846125409,0.9493944644927979,0.17645711440710213,1.0141186171521133,0.5115217155051066
球,23,0,23,-0.30040501208939396,0.8316803574562073,0.9101150490029103,-0.08983789778571523,0.51013387028746
路線,11,0,11,-0.9937802991760751,0.9637396931648254,0.08068569375316757,1.1486522686356615,0.5078723237061651
龍蝦,25,0,25,-0.22032428160216444,0.8153157830238342,1.0059092168842465,-0.24330955053492756,0.5062217099165769
話,131,3,134,0.018253883336207366,0.7693780660629272,1.2913011787941355,-0.674126580006165,0.5051300752740153
大利,52,0,52,0.492384543464814,0.6777971386909485,1.8584657360816275,-1.5329986724132154,0.5018799726836902
普普,13,0,13,-0.839591605207552,0.9323856234550476,0.26512928643218414,0.8546048481751326,0.5009195111293636
公司,21,0,21,-0.3874544104470372,0.8455579876899719,0.8059848215498631,0.040310481997690495,0.499715085728994
炭火,15,0,15,-0.7060221969966349,0.9055861830711365,0.424907678014261,0.6032720423347058,0.49625342374243886
鍋氣,11,0,11,-0.9937802991760751,0.96063232421875,0.08068569375316757,1.1195104751948026,0.4962156063298216
辣,37,0,37,0.15939350735032054,0.7393023371696472,1.460135213589469,-0.9561853551954436,0.4936069860755039
頂級,27,0,27,-0.14617828518896125,0.7968586683273315,1.0946041374340536,-0.41640564351064197,0.49020022505617533
不油,37,0,37,0.15939350735032054,0.7380558252334595,1.460135213589469,-0.9678755001368181,0.48893092809895405
原因,15,0,15,-0.7060221969966349,0.9035414457321167,0.424907678014261,0.5840959115923994,0.4885829714455163
玉米,46,0,46,0.37212610894074416,0.6967893242835999,1.7146101968544656,-1.354884531757172,0.48681230540981046
油膩,22,0,22,-0.3429836373728996,0.8334110975265503,0.8591816477495953,-0.07360652310667855,0.48606637940708575
松阪,59,0,59,0.6165703517267609,0.6494341492652893,2.0070192781477987,-1.7989948877167579,0.48461361180197604
烤網,41,0,41,0.2595530332269176,0.7176589965820312,1.5799480372033574,-1.159162784564125,0.4843037084963644
菜色,146,4,150,-0.0975906851134063,0.7857665419578552,1.1527255942473273,-0.5204307725148549,0.4834630475424544
產品,12,0,12,-0.9137185846125409,0.9416776299476624,0.17645711440710213,0.9417479388599053,0.48257344418822345
越式,15,0,15,-0.7060221969966349,0.9015518426895142,0.424907678014261,0.5654368460282486,0.481119345219856
蛤蠣,27,0,27,-0.14617828518896125,0.7942917943000793,1.0946041374340536,-0.440478521237429,0.4805710739654605
水餃,14,0,14,-0.7705797261080516,0.9136448502540588,0.3476826733960839,0.6788485247314795,0.4801490139302421
主菜,47,2,49,-0.7066467967658676,0.9007844924926758,0.4241605193059365,0.558240416727084,0.4777924782743955
鮭魚,45,0,45,0.35060088453893634,0.6982402205467224,1.6888612938726297,-1.3412776122256396,0.47680573143332194
手作,17,0,17,-0.5882011443086164,0.877692461013794,0.5658475724493108,0.34167675043399615,0.476179243643185
桌面,22,0,22,-0.3429836373728996,0.8307142853736877,0.8591816477495953,-0.0988979976857678,0.47594978957545003
肉桂,43,0,43,0.3061110846915662,0.7059726119041443,1.635641707467063,-1.2687610377047844,0.473880609398324
鮮度,12,0,12,-0.9137185846125409,0.9381476044654846,0.17645711440710213,0.9086423517127734,0.46933120932937067
豆漿,14,0,14,-0.7705797261080516,0.9105926752090454,0.3476826733960839,0.6502243554581582,0.4686993462209136
狗狗,15,0,15,-0.7060221969966349,0.8982044458389282,0.424907678014261,0.5340440023469214,0.46856220774732515
薯條,30,0,30,-0.04433855177869983,0.7713599801063538,1.2164268588295437,-0.6555396240722652,0.4676402656688201
大方,13,0,13,-0.839591605207552,0.9231459498405457,0.26512928643218414,0.7679525501675716,0.4662585919263391
美味,213,4,217,0.27923028432302033,0.7077049016952515,1.6034863576391813,-1.2525151293018213,0.46108576286278025
雞湯,17,0,17,-0.5882011443086164,0.8734241724014282,0.5658475724493108,0.30164752080401314,0.46016755179119173
義式,18,0,18,-0.5341149139805248,0.8630744814872742,0.6305466005000608,0.20458516353937667,0.4601620257157872
功夫,14,0,14,-0.7705797261080516,0.9072676301002502,0.3476826733960839,0.6190411327950022,0.45622605715565123
記憶,14,0,14,-0.7705797261080516,0.9072182178497314,0.3476826733960839,0.6185777305974982,0.4560406962766496
苦味,18,0,18,-0.5341149139805248,0.8616334795951843,0.6305466005000608,0.19107103624522126,0.45475637479812503
幸福感,12,0,12,-0.9137185846125409,0.9342156052589417,0.17645711440710213,0.8717669401748497,0.45458104471420113
配菜,105,3,108,-0.20160412665128113,0.7977638244628906,1.02830263981157,-0.40791683075877877,0.4538148515834305
餡料,12,0,12,-0.9137185846125409,0.9336162209510803,0.17645711440710213,0.8661457429515692,0.452332565824889
終於,27,0,27,-0.14617828518896125,0.7844129204750061,1.0946041374340536,-0.5331254213753062,0.44351231391030965
濃湯,19,0,19,-0.4828026101738061,0.8477804064750671,0.6919274022901094,0.06115296008711301,0.43961762540891086
冰棒,18,0,18,-0.5341149139805248,0.8567589521408081,0.6305466005000608,0.145356325613052,0.43647049054525733
美式,29,0,29,-0.07714738799662779,0.7692062258720398,1.1771802742201207,-0.6757381463938656,0.4360129059745262
茶味,20,0,20,-0.4339934362238411,0.8372697830200195,0.7503139101936295,-0.03741866850835653,0.43522087871283505
規中矩,14,0,14,-0.7705797261080516,0.9008156657218933,0.3476826733960839,0.5585327681737602,0.4320227113071544
廁所,42,0,42,0.2831025483711489,0.6984823942184448,1.6081184371675574,-1.3390064383674267,0.4292684869535637
羊,15,0,15,-0.7060221969966349,0.8872016072273254,0.424907678014261,0.4308562394366299,0.42728710258320857
生菜沙拉,10,0,10,-1.08081068269445,0.9585232734680176,-0.02342178776969101,1.0997311949095447,0.4258394053020033
服務生,17,0,17,-0.5882011443086164,0.8641250133514404,0.5658475724493108,0.21443735139342568,0.42528348402695676
上桌,53,1,54,-0.18266781520892472,0.7864910960197449,1.0509546334475626,-0.5136356975898154,0.4251185010326114
排隊,44,0,44,0.32860295900103864,0.6885808110237122,1.6625469363586889,-1.4318663134597658,0.42478163643130695
缺點,37,1,38,-0.5343700060488574,0.8531742095947266,0.6302414542773631,0.11173758621343688,0.42283990705179264
名字,10,0,10,-1.08081068269445,0.9574669599533081,-0.02342178776969101,1.089824785085462,0.42187684137237025
